time;temp;locked;kontakted
1438891204;26.2;False;True
1438892103;26.1;False;True
1438893003;26.1;False;True
1438893903;26.1;False;True
1438894804;26.1;False;False
1438895703;26;False;False
1438896604;25.8;False;False
1438897504;25.8;False;False
1438898404;25.7;False;False
1438899304;25.6;False;False
1438900204;25.5;False;False
1438901103;25.5;False;False
1438902004;25.4;False;False
1438902903;25.3;False;False
1438903804;25.2;False;False
1438904704;25.1;False;False
1438905604;25;False;False
1438906503;25;False;False
1438907403;24.8;False;False
1438908304;24.8;False;False
1438909204;24.7;False;False
1438910104;24.6;False;False
1438911003;24.6;False;False
1438911904;24.5;False;False
1438912804;24.5;False;False
1438913703;24.4;False;False
1438914603;24.3;False;False
1438915503;24.3;False;False
1438916404;24.2;False;False
1438917303;24.1;False;False
1438918203;24.1;False;False
1438919103;24;False;False
1438920004;24;False;False
1438920903;23.8;False;False
1438921803;23.8;True;True
1438922704;23.8;True;True
1438923604;23.8;True;True
1438924504;23.9;True;True
1438925403;24;True;True
1438926303;24;True;True
1438927204;24;True;True
1438928103;24.1;True;True
1438929004;24.1;True;True
1438929904;24.1;True;True
1438930804;24.2;True;True
1438931704;24.3;True;True
1438932604;24.4;True;True
1438933503;24.5;True;True
1438934404;24.5;True;True
1438935304;24.6;True;True
1438936203;24.7;True;True
1438937103;24.8;True;True
1438938004;24.8;True;True
1438938904;24.9;True;True
1438939803;25;False;True
1438940704;25;False;True
1438941604;25.1;False;True
1438942503;25.1;False;True
1438943403;25.2;False;True
1438944304;25.3;False;False
1438945204;25.3;False;False
1438946103;25.4;False;True
1438947003;25.5;False;True
1438947904;25.5;False;True
